,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,Unnamed: 8,style,place,time,"TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,"
55,1495290847.0,20/05/2017 14:34:07,18.6111,33.8889,59.0,1018.12,4.82803,244.0,,FP2,Paris,2016-2017,
56,1495290912.0,20/05/2017 14:35:12,18.6667,33.8889,58.0,1018.19,3.21869,227.0,,FP2,Paris,2016-2017,
57,1495290977.0,20/05/2017 14:36:17,18.7222,33.8889,58.0,1018.26,1.60934,228.0,,FP2,Paris,2016-2017,
58,1495291042.0,20/05/2017 14:37:22,18.7778,33.8889,58.0,1018.16,3.21869,201.0,,FP2,Paris,2016-2017,
59,1495291107.0,20/05/2017 14:38:27,18.7778,33.8889,57.0,1018.16,3.21869,202.0,,FP2,Paris,2016-2017,
60,1495291172.0,20/05/2017 14:39:32,18.7778,33.8889,57.0,1018.09,0.0,183.0,,FP2,Paris,2016-2017,
61,1495291237.0,20/05/2017 14:40:37,18.8333,33.8889,58.0,1018.16,4.82803,223.0,,FP2,Paris,2016-2017,
62,1495291302.0,20/05/2017 14:41:42,18.8333,33.8889,58.0,1018.12,1.60934,217.0,,FP2,Paris,2016-2017,
63,1495291368.0,20/05/2017 14:42:48,18.8333,33.8889,59.0,1018.09,6.43738,228.0,,FP2,Paris,2016-2017,
64,1495291432.0,20/05/2017 14:43:52,18.8889,33.8889,58.0,1018.12,3.21869,197.0,,FP2,Paris,2016-2017,
65,1495291498.0,20/05/2017 14:44:58,18.9444,33.8889,58.0,1018.16,0.0,221.0,,FP2,Paris,2016-2017,
66,1495291563.0,20/05/2017 14:46:03,19.0,34.4444,58.0,1018.09,4.82803,163.0,,FP2,Paris,2016-2017,
67,1495291628.0,20/05/2017 14:47:08,19.0,34.4444,58.0,1018.12,4.82803,209.0,,FP2,Paris,2016-2017,
68,1495291694.0,20/05/2017 14:48:14,19.0,34.4444,58.0,1018.16,6.43738,227.0,,FP2,Paris,2016-2017,
69,1495291758.0,20/05/2017 14:49:18,18.9444,34.4444,57.0,1018.12,1.60934,233.0,,FP2,Paris,2016-2017,
70,1495291823.0,20/05/2017 14:50:23,18.9444,33.8889,57.0,1018.09,1.60934,234.0,,FP2,Paris,2016-2017,
71,1495291888.0,20/05/2017 14:51:28,18.9444,33.8889,58.0,1018.16,3.21869,234.0,,FP2,Paris,2016-2017,
72,1495291953.0,20/05/2017 14:52:33,18.8889,33.8889,57.0,1018.16,3.21869,234.0,,FP2,Paris,2016-2017,
73,1495292019.0,20/05/2017 14:53:39,18.9444,33.8889,57.0,1018.12,3.21869,226.0,,FP2,Paris,2016-2017,
74,1495292083.0,20/05/2017 14:54:43,18.9444,33.8889,57.0,1018.16,8.04672,217.0,,FP2,Paris,2016-2017,
75,1495292149.0,20/05/2017 14:55:49,18.9444,33.8889,57.0,1018.16,1.60934,234.0,,FP2,Paris,2016-2017,
76,1495292214.0,20/05/2017 14:56:54,19.0,33.8889,57.0,1018.12,3.21869,234.0,,FP2,Paris,2016-2017,
77,1495292279.0,20/05/2017 14:57:59,19.0556,34.4444,57.0,1018.19,3.21869,255.0,,FP2,Paris,2016-2017,
78,1495292345.0,20/05/2017 14:59:05,19.0556,34.4444,57.0,1018.16,3.21869,248.0,,FP2,Paris,2016-2017,
79,1495292409.0,20/05/2017 15:00:09,19.0556,33.8889,58.0,1018.19,1.60934,211.0,,FP2,Paris,2016-2017,
80,1495292474.0,20/05/2017 15:01:14,19.0556,33.8889,57.0,1018.19,3.21869,125.0,,FP2,Paris,2016-2017,
81,1495292539.0,20/05/2017 15:02:19,19.0556,33.8889,58.0,1018.22,8.04672,132.0,,FP2,Paris,2016-2017,
82,1495292604.0,20/05/2017 15:03:24,18.9444,33.8889,57.0,1018.26,1.60934,238.0,,FP2,Paris,2016-2017,
83,1495277110.0,20/05/2017 10:45:10,15.0,27.2222,69.0,1017.65,6.43738,227.0,,Race,Paris,2016-2017,
84,1495277176.0,20/05/2017 10:46:16,15.0556,27.2222,69.0,1017.61,6.43738,228.0,,Race,Paris,2016-2017,
85,1495277241.0,20/05/2017 10:47:21,15.0556,27.2222,69.0,1017.61,3.21869,216.0,,Race,Paris,2016-2017,
86,1495277306.0,20/05/2017 10:48:26,15.1667,27.2222,69.0,1017.61,3.21869,148.0,,Race,Paris,2016-2017,
87,1495277371.0,20/05/2017 10:49:31,15.2778,27.2222,69.0,1017.68,4.82803,183.0,,Race,Paris,2016-2017,
88,1495277436.0,20/05/2017 10:50:36,15.3333,27.7778,69.0,1017.65,8.04672,209.0,,Race,Paris,2016-2017,
89,1495277501.0,20/05/2017 10:51:41,15.3333,27.7778,69.0,1017.61,4.82803,218.0,,Race,Paris,2016-2017,
90,1495277566.0,20/05/2017 10:52:46,15.3333,27.7778,69.0,1017.65,6.43738,224.0,,Race,Paris,2016-2017,
91,1495277631.0,20/05/2017 10:53:51,15.3889,27.7778,68.0,1017.78,6.43738,74.0,,Race,Paris,2016-2017,
92,1495277696.0,20/05/2017 10:54:56,15.4444,27.7778,67.0,1017.71,4.82803,155.0,,Race,Paris,2016-2017,
93,1495277761.0,20/05/2017 10:56:01,15.4444,27.7778,67.0,1017.68,8.04672,59.0,,Race,Paris,2016-2017,
94,1495274441.0,20/05/2017 10:00:41,15.1111,22.2222,69.0,1017.24,12.8748,237.0,,Race,Paris,2016-2017,
95,1495274506.0,20/05/2017 10:01:46,15.0556,22.2222,70.0,1017.38,4.82803,181.0,,Race,Paris,2016-2017,
96,1495274572.0,20/05/2017 10:02:52,15.0556,22.7778,70.0,1017.34,17.7028,216.0,,Race,Paris,2016-2017,
97,1495274637.0,20/05/2017 10:03:57,15.0,22.7778,70.0,1017.41,4.82803,123.0,,Race,Paris,2016-2017,
98,1495274702.0,20/05/2017 10:05:02,14.9444,22.7778,70.0,1017.27,0.0,73.0,,Race,Paris,2016-2017,
99,1495275613.0,20/05/2017 10:20:13,15.2222,24.4444,69.0,1017.55,8.04672,208.0,,Race,Paris,2016-2017,
100,1495275678.0,20/05/2017 10:21:18,15.1667,24.4444,70.0,1017.61,12.8748,62.0,,Race,Paris,2016-2017,
101,1495275743.0,20/05/2017 10:22:23,15.1667,24.4444,69.0,1017.51,14.4841,191.0,,Race,Paris,2016-2017,
102,1495275808.0,20/05/2017 10:23:28,15.0556,25.0,69.0,1017.48,8.04672,42.0,,Race,Paris,2016-2017,
103,1495275874.0,20/05/2017 10:24:34,15.0556,25.0,70.0,1017.58,8.04672,182.0,,Race,Paris,2016-2017,
104,1495275939.0,20/05/2017 10:25:39,15.0,25.0,70.0,1017.51,8.04672,101.0,,Race,Paris,2016-2017,
105,1495275027.0,20/05/2017 10:10:27,14.9444,23.8889,71.0,1017.48,9.65606,197.0,,Race,Paris,2016-2017,
106,1495275092.0,20/05/2017 10:11:32,15.0,23.8889,70.0,1017.44,3.21869,127.0,,Race,Paris,2016-2017,
107,1495275157.0,20/05/2017 10:12:37,15.0556,23.8889,70.0,1017.38,6.43738,125.0,,Race,Paris,2016-2017,
108,1495275223.0,20/05/2017 10:13:43,15.0556,23.8889,70.0,1017.41,6.43738,202.0,,Race,Paris,2016-2017,
109,1495275288.0,20/05/2017 10:14:48,15.1111,24.4444,70.0,1017.31,3.21869,335.0,,Race,Paris,2016-2017,
110,1495275353.0,20/05/2017 10:15:53,15.2222,24.4444,70.0,1017.38,14.4841,238.0,,Race,Paris,2016-2017,
111,1495276264.0,20/05/2017 10:31:04,14.7778,25.5556,70.0,1017.68,9.65606,247.0,,Race,Paris,2016-2017,
112,1495276329.0,20/05/2017 10:32:09,14.7778,25.5556,70.0,1017.75,6.43738,224.0,,Race,Paris,2016-2017,
113,1495276394.0,20/05/2017 10:33:14,14.7222,25.5556,69.0,1017.71,8.04672,207.0,,Race,Paris,2016-2017,
114,1495276459.0,20/05/2017 10:34:19,14.6667,25.5556,70.0,1017.68,11.2654,205.0,,Race,Paris,2016-2017,
115,1495276525.0,20/05/2017 10:35:25,14.6111,26.1111,70.0,1017.82,3.21869,233.0,,Race,Paris,2016-2017,
116,1495260054.0,20/05/2017 6:00:54,9.61111,16.6667,84.0,1015.65,4.82803,238.0,,Q,Paris,2016-2017,
117,1495260119.0,20/05/2017 6:01:59,9.66667,16.6667,84.0,1015.65,1.60934,236.0,,Q,Paris,2016-2017,
118,1495260185.0,20/05/2017 6:03:05,9.66667,16.6667,84.0,1015.68,4.82803,238.0,,Q,Paris,2016-2017,
119,1495260250.0,20/05/2017 6:04:10,9.72222,16.6667,84.0,1015.62,1.60934,238.0,,Q,Paris,2016-2017,
120,1495260315.0,20/05/2017 6:05:15,9.72222,16.6667,84.0,1015.68,4.82803,127.0,,Q,Paris,2016-2017,
121,1495260380.0,20/05/2017 6:06:20,9.77778,16.6667,84.0,1015.72,1.60934,125.0,,Q,Paris,2016-2017,
122,1495260445.0,20/05/2017 6:07:25,9.77778,16.6667,83.0,1015.72,0.0,125.0,,Q,Paris,2016-2017,
123,1495260510.0,20/05/2017 6:08:30,9.77778,16.6667,83.0,1015.62,4.82803,235.0,,Q,Paris,2016-2017,
124,1495260575.0,20/05/2017 6:09:35,9.83333,16.6667,83.0,1015.65,3.21869,228.0,,Q,Paris,2016-2017,
125,1495260640.0,20/05/2017 6:10:40,9.83333,16.6667,83.0,1015.62,3.21869,228.0,,Q,Paris,2016-2017,
126,1495260705.0,20/05/2017 6:11:45,9.83333,16.6667,83.0,1015.65,3.21869,228.0,,Q,Paris,2016-2017,
127,1495260770.0,20/05/2017 6:12:50,9.88889,16.6667,83.0,1015.68,1.60934,206.0,,Q,Paris,2016-2017,
128,1495260835.0,20/05/2017 6:13:55,9.88889,16.6667,83.0,1015.68,3.21869,206.0,,Q,Paris,2016-2017,
129,1495260901.0,20/05/2017 6:15:01,9.94444,16.6667,83.0,1015.68,3.21869,206.0,,Q,Paris,2016-2017,
130,1495260966.0,20/05/2017 6:16:06,9.94444,16.6667,83.0,1015.72,1.60934,188.0,,Q,Paris,2016-2017,
131,1495261031.0,20/05/2017 6:17:11,9.94444,16.6667,83.0,1015.72,1.60934,188.0,,Q,Paris,2016-2017,
132,1495261096.0,20/05/2017 6:18:16,10.0,16.6667,83.0,1015.72,3.21869,247.0,,Q,Paris,2016-2017,
133,1495261161.0,20/05/2017 6:19:21,10.0,16.6667,83.0,1015.68,0.0,246.0,,Q,Paris,2016-2017,
134,1495261226.0,20/05/2017 6:20:26,10.0556,16.6667,83.0,1015.68,1.60934,168.0,,Q,Paris,2016-2017,
135,1495261291.0,20/05/2017 6:21:31,10.0556,16.6667,83.0,1015.75,1.60934,217.0,,Q,Paris,2016-2017,
136,1495261356.0,20/05/2017 6:22:36,10.0556,16.6667,83.0,1015.78,1.60934,217.0,,Q,Paris,2016-2017,
137,1495261421.0,20/05/2017 6:23:41,10.1111,16.6667,83.0,1015.75,3.21869,199.0,,Q,Paris,2016-2017,
138,1495261486.0,20/05/2017 6:24:46,10.1111,16.6667,83.0,1015.78,1.60934,89.0,,Q,Paris,2016-2017,
139,1495261552.0,20/05/2017 6:25:52,10.1667,16.6667,83.0,1015.78,1.60934,153.0,,Q,Paris,2016-2017,
140,1495261617.0,20/05/2017 6:26:57,10.1667,16.6667,83.0,1015.85,3.21869,183.0,,Q,Paris,2016-2017,
141,1495261682.0,20/05/2017 6:28:02,10.2222,16.6667,83.0,1015.89,3.21869,234.0,,Q,Paris,2016-2017,
142,1495261747.0,20/05/2017 6:29:07,10.2222,16.6667,82.0,1015.92,3.21869,40.0,,Q,Paris,2016-2017,
143,1495261812.0,20/05/2017 6:30:12,10.2778,16.6667,83.0,1015.89,1.60934,209.0,,Q,Paris,2016-2017,
144,1495261877.0,20/05/2017 6:31:17,10.2778,16.6667,83.0,1015.89,1.60934,209.0,,Q,Paris,2016-2017,
145,1495261942.0,20/05/2017 6:32:22,10.3333,16.6667,82.0,1015.89,1.60934,209.0,,Q,Paris,2016-2017,
146,1495262007.0,20/05/2017 6:33:27,10.3889,16.6667,82.0,1015.92,8.04672,239.0,,Q,Paris,2016-2017,
147,1495262072.0,20/05/2017 6:34:32,10.4444,16.6667,82.0,1015.92,1.60934,238.0,,Q,Paris,2016-2017,
148,1495262137.0,20/05/2017 6:35:37,10.5,16.6667,82.0,1015.89,3.21869,203.0,,Q,Paris,2016-2017,
149,1495262203.0,20/05/2017 6:36:43,10.5,16.6667,82.0,1015.92,3.21869,238.0,,Q,Paris,2016-2017,
150,1495262268.0,20/05/2017 6:37:48,10.5556,16.6667,82.0,1015.89,3.21869,229.0,,Q,Paris,2016-2017,
151,1495262333.0,20/05/2017 6:38:53,10.6111,16.6667,82.0,1015.89,6.43738,232.0,,Q,Paris,2016-2017,
152,1495262398.0,20/05/2017 6:39:58,10.6667,16.6667,81.0,1015.92,0.0,198.0,,Q,Paris,2016-2017,
153,1495262463.0,20/05/2017 6:41:03,10.7222,16.6667,81.0,1015.95,1.60934,227.0,,Q,Paris,2016-2017,
154,1495262528.0,20/05/2017 6:42:08,10.7778,16.6667,82.0,1015.92,3.21869,5.0,,Q,Paris,2016-2017,
155,1495262593.0,20/05/2017 6:43:13,10.8333,16.6667,82.0,1015.99,1.60934,238.0,,Q,Paris,2016-2017,
156,1495262658.0,20/05/2017 6:44:18,10.9444,16.6667,82.0,1015.95,3.21869,165.0,,Q,Paris,2016-2017,
157,1500129004.0,15/07/2017 14:30:04,23.9444,25.5556,84.0,1012.63,4.24374,298.0,,FP2,Newyork,2016-2017,
158,1500129014.0,15/07/2017 14:30:14,23.9444,25.5556,84.0,1012.63,3.1828,292.0,,FP2,Newyork,2016-2017,
159,1500129024.0,15/07/2017 14:30:24,23.9444,25.5556,84.0,1012.63,4.24374,308.0,,FP2,Newyork,2016-2017,
160,1500129034.0,15/07/2017 14:30:34,23.9444,25.5556,84.0,1012.63,4.24374,308.0,,FP2,Newyork,2016-2017,
161,1500129044.0,15/07/2017 14:30:44,23.9444,25.5556,84.0,1012.63,4.24374,304.0,,FP2,Newyork,2016-2017,
162,1500129054.0,15/07/2017 14:30:54,23.9444,25.5556,84.0,1012.7,5.30467,291.0,,FP2,Newyork,2016-2017,
163,1500129064.0,15/07/2017 14:31:04,23.9444,25.5556,84.0,1012.7,5.30467,281.0,,FP2,Newyork,2016-2017,
164,1500129074.0,15/07/2017 14:31:14,23.9444,25.5556,84.0,1012.7,3.1828,311.0,,FP2,Newyork,2016-2017,
165,1500129084.0,15/07/2017 14:31:24,23.9444,25.5556,84.0,1012.7,5.30467,329.0,,FP2,Newyork,2016-2017,
166,1500129094.0,15/07/2017 14:31:34,23.9444,25.5556,84.0,1012.7,4.24374,323.0,,FP2,Newyork,2016-2017,
167,1500129104.0,15/07/2017 14:31:44,23.9444,25.5556,84.0,1012.7,4.24374,307.0,,FP2,Newyork,2016-2017,
168,1500129114.0,15/07/2017 14:31:54,23.9444,25.5556,84.0,1012.67,8.48747,327.0,,FP2,Newyork,2016-2017,
169,1500129124.0,15/07/2017 14:32:04,23.9444,25.5556,84.0,1012.67,5.30467,311.0,,FP2,Newyork,2016-2017,
170,1500129134.0,15/07/2017 14:32:14,23.9444,25.5556,84.0,1012.67,4.24374,300.0,,FP2,Newyork,2016-2017,
171,1500129144.0,15/07/2017 14:32:24,23.9444,25.5556,84.0,1012.67,6.3656,288.0,,FP2,Newyork,2016-2017,
172,1500129154.0,15/07/2017 14:32:34,23.9444,25.5556,84.0,1012.67,4.24374,305.0,,FP2,Newyork,2016-2017,
173,1500129164.0,15/07/2017 14:32:44,23.9444,25.5556,84.0,1012.67,4.24374,336.0,,FP2,Newyork,2016-2017,
174,1500129174.0,15/07/2017 14:32:54,23.9444,25.5556,84.0,1012.73,7.42654,313.0,,FP2,Newyork,2016-2017,
175,1500129184.0,15/07/2017 14:33:04,23.9444,25.5556,84.0,1012.73,4.24374,313.0,,FP2,Newyork,2016-2017,
176,1500129194.0,15/07/2017 14:33:14,23.9444,25.5556,84.0,1012.73,3.1828,324.0,,FP2,Newyork,2016-2017,
177,1500129204.0,15/07/2017 14:33:24,23.9444,25.5556,84.0,1012.73,3.1828,319.0,,FP2,Newyork,2016-2017,
178,1500129214.0,15/07/2017 14:33:34,23.9444,25.5556,84.0,1012.73,8.48747,289.0,,FP2,Newyork,2016-2017,
179,1500129224.0,15/07/2017 14:33:44,23.9444,25.5556,84.0,1012.73,8.48747,343.0,,FP2,Newyork,2016-2017,
180,1500129234.0,15/07/2017 14:33:54,23.9444,25.5556,84.0,1012.73,8.48747,343.0,,FP2,Newyork,2016-2017,
181,1500129244.0,15/07/2017 14:34:04,24.0,25.5556,84.0,1012.73,5.30467,298.0,,FP2,Newyork,2016-2017,
182,1500129254.0,15/07/2017 14:34:14,24.0,25.5556,84.0,1012.73,5.30467,301.0,,FP2,Newyork,2016-2017,
183,1500129264.0,15/07/2017 14:34:24,24.0,25.5556,84.0,1012.73,5.30467,304.0,,FP2,Newyork,2016-2017,
184,1500129274.0,15/07/2017 14:34:34,24.0,25.5556,84.0,1012.73,5.30467,327.0,,FP2,Newyork,2016-2017,
185,1500129285.0,15/07/2017 14:34:45,24.0,25.5556,84.0,1012.73,5.30467,291.0,,FP2,Newyork,2016-2017,
186,1500129294.0,15/07/2017 14:34:54,24.0,25.5556,84.0,1012.73,4.24374,308.0,,FP2,Newyork,2016-2017,
187,1500129304.0,15/07/2017 14:35:04,24.0,25.5556,84.0,1012.73,4.24374,308.0,,FP2,Newyork,2016-2017,
188,1500129314.0,15/07/2017 14:35:14,24.0,25.5556,84.0,1012.73,5.30467,281.0,,FP2,Newyork,2016-2017,
189,1500129324.0,15/07/2017 14:35:24,24.0,25.5556,84.0,1012.73,3.1828,304.0,,FP2,Newyork,2016-2017,
190,1500129334.0,15/07/2017 14:35:34,24.0,25.5556,84.0,1012.73,7.42654,317.0,,FP2,Newyork,2016-2017,
191,1500129344.0,15/07/2017 14:35:44,24.0,25.5556,84.0,1012.73,6.3656,311.0,,FP2,Newyork,2016-2017,
192,1500129354.0,15/07/2017 14:35:54,24.0,25.5556,84.0,1012.7,4.24374,323.0,,FP2,Newyork,2016-2017,
193,1500129364.0,15/07/2017 14:36:04,24.0,25.5556,84.0,1012.7,5.30467,311.0,,FP2,Newyork,2016-2017,
194,1500129374.0,15/07/2017 14:36:14,24.0,25.5556,84.0,1012.7,4.24374,319.0,,FP2,Newyork,2016-2017,
195,1500129384.0,15/07/2017 14:36:24,24.0,25.5556,84.0,1012.7,3.1828,309.0,,FP2,Newyork,2016-2017,
196,1500129394.0,15/07/2017 14:36:34,24.0,25.5556,84.0,1012.7,3.1828,306.0,,FP2,Newyork,2016-2017,
197,1500129404.0,15/07/2017 14:36:44,24.0,25.5556,84.0,1012.7,3.1828,295.0,,FP2,Newyork,2016-2017,
198,1500129414.0,15/07/2017 14:36:54,24.0556,25.5556,84.0,1012.67,4.24374,311.0,,FP2,Newyork,2016-2017,
199,1500129424.0,15/07/2017 14:37:04,24.0,25.5556,84.0,1012.67,6.3656,300.0,,FP2,Newyork,2016-2017,
200,1500129434.0,15/07/2017 14:37:14,24.0,25.5556,84.0,1012.67,4.24374,311.0,,FP2,Newyork,2016-2017,
201,1500129444.0,15/07/2017 14:37:24,24.0556,25.5556,84.0,1012.67,6.3656,305.0,,FP2,Newyork,2016-2017,
202,1500129454.0,15/07/2017 14:37:34,24.0556,25.5556,84.0,1012.67,4.24374,303.0,,FP2,Newyork,2016-2017,
203,1500129464.0,15/07/2017 14:37:44,24.0556,25.5556,84.0,1012.67,3.1828,343.0,,FP2,Newyork,2016-2017,
204,1500129474.0,15/07/2017 14:37:54,24.0556,25.5556,83.0,1012.7,2.12187,294.0,,FP2,Newyork,2016-2017,
205,1500129484.0,15/07/2017 14:38:04,24.0556,25.5556,83.0,1012.7,4.24374,304.0,,FP2,Newyork,2016-2017,
206,1500129494.0,15/07/2017 14:38:14,24.0556,25.5556,83.0,1012.7,4.24374,305.0,,FP2,Newyork,2016-2017,
207,1500129504.0,15/07/2017 14:38:24,24.0556,25.5556,83.0,1012.7,4.24374,298.0,,FP2,Newyork,2016-2017,
208,1500129514.0,15/07/2017 14:38:34,24.0556,25.5556,83.0,1012.7,4.24374,298.0,,FP2,Newyork,2016-2017,
209,1500129524.0,15/07/2017 14:38:44,24.0556,25.5556,83.0,1012.7,5.30467,338.0,,FP2,Newyork,2016-2017,
210,1500129534.0,15/07/2017 14:38:54,24.0556,25.5556,83.0,1012.7,4.24374,329.0,,FP2,Newyork,2016-2017,
211,1500129544.0,15/07/2017 14:39:04,24.0556,25.5556,83.0,1012.7,3.1828,338.0,,FP2,Newyork,2016-2017,
212,1500129554.0,15/07/2017 14:39:14,24.0556,25.5556,83.0,1012.7,2.12187,331.0,,FP2,Newyork,2016-2017,
213,1500129564.0,15/07/2017 14:39:24,24.0556,25.5556,83.0,1012.7,2.12187,331.0,,FP2,Newyork,2016-2017,
214,1500129574.0,15/07/2017 14:39:34,24.0556,25.5556,83.0,1012.7,4.24374,318.0,,FP2,Newyork,2016-2017,
215,1500129584.0,15/07/2017 14:39:44,24.0556,25.5556,83.0,1012.7,4.24374,276.0,,FP2,Newyork,2016-2017,
216,1500129594.0,15/07/2017 14:39:54,24.0556,25.5556,83.0,1012.67,2.12187,291.0,,FP2,Newyork,2016-2017,
217,1500129604.0,15/07/2017 14:40:04,24.0556,25.5556,83.0,1012.67,2.12187,338.0,,FP2,Newyork,2016-2017,
218,1500129614.0,15/07/2017 14:40:14,24.0556,25.5556,83.0,1012.67,2.12187,283.0,,FP2,Newyork,2016-2017,
219,1500129624.0,15/07/2017 14:40:24,24.0556,25.5556,83.0,1012.67,2.12187,281.0,,FP2,Newyork,2016-2017,
220,1500129634.0,15/07/2017 14:40:34,24.0556,25.5556,83.0,1012.67,4.24374,296.0,,FP2,Newyork,2016-2017,
221,1500129644.0,15/07/2017 14:40:44,24.1111,25.5556,83.0,1012.67,5.30467,312.0,,FP2,Newyork,2016-2017,
222,1500129654.0,15/07/2017 14:40:54,24.1111,25.5556,83.0,1012.67,4.24374,297.0,,FP2,Newyork,2016-2017,
223,1500129664.0,15/07/2017 14:41:04,24.1111,25.5556,83.0,1012.67,3.1828,304.0,,FP2,Newyork,2016-2017,
224,1500129674.0,15/07/2017 14:41:14,24.1111,25.5556,83.0,1012.67,4.24374,294.0,,FP2,Newyork,2016-2017,
225,1500129684.0,15/07/2017 14:41:24,24.1111,25.5556,83.0,1012.67,4.24374,294.0,,FP2,Newyork,2016-2017,
226,1500129694.0,15/07/2017 14:41:34,24.1111,25.5556,83.0,1012.67,4.24374,294.0,,FP2,Newyork,2016-2017,
227,1500129704.0,15/07/2017 14:41:44,24.1111,25.5556,83.0,1012.67,4.24374,294.0,,FP2,Newyork,2016-2017,
228,1500129714.0,15/07/2017 14:41:54,24.1111,25.5556,83.0,1012.67,6.3656,286.0,,FP2,Newyork,2016-2017,
229,1500129724.0,15/07/2017 14:42:04,24.1111,25.5556,83.0,1012.67,6.3656,286.0,,FP2,Newyork,2016-2017,
230,1500129734.0,15/07/2017 14:42:14,24.1111,25.5556,83.0,1012.67,3.1828,298.0,,FP2,Newyork,2016-2017,
231,1500129744.0,15/07/2017 14:42:24,24.1667,25.5556,83.0,1012.67,2.12187,297.0,,FP2,Newyork,2016-2017,
232,1500129754.0,15/07/2017 14:42:34,24.1667,25.5556,83.0,1012.67,3.1828,308.0,,FP2,Newyork,2016-2017,
233,1500129764.0,15/07/2017 14:42:44,24.1667,25.5556,83.0,1012.67,2.12187,340.0,,FP2,Newyork,2016-2017,
234,1500129774.0,15/07/2017 14:42:54,24.1667,25.5556,83.0,1012.63,3.1828,294.0,,FP2,Newyork,2016-2017,
